,IDENTIFIER,SYMMETRIC,TEAM_0_HONEST,TEAM_0_SIMPLEINFLATE,TEAM_1_HONEST,TEAM_1_SIMPLEINFLATE
0,,False,0.0,1.0,0.5,0.5
